Tiempo_s,ADC,Voltaje_V,Bloque,PesoProgramado_kg
33.100,360,1.759531,6,0.600000
33.200,360,1.759531,6,0.600000
33.300,360,1.759531,6,0.600000
33.400,360,1.759531,6,0.600000
33.500,360,1.759531,6,0.600000
33.600,360,1.759531,6,0.600000
33.700,360,1.759531,6,0.600000
33.800,360,1.759531,6,0.600000
33.900,360,1.759531,6,0.600000
34.000,360,1.759531,6,0.600000
34.100,360,1.759531,6,0.600000
34.200,360,1.759531,6,0.600000
34.300,360,1.759531,6,0.600000
34.400,360,1.759531,6,0.600000
34.500,360,1.759531,6,0.600000
34.600,360,1.759531,6,0.600000
34.700,360,1.759531,6,0.600000
34.800,360,1.759531,6,0.600000
34.900,360,1.759531,6,0.600000
35.000,360,1.759531,7,0.700000
35.100,360,1.759531,7,0.700000
35.200,360,1.759531,7,0.700000
35.300,360,1.759531,7,0.700000
35.400,360,1.759531,7,0.700000
35.500,360,1.759531,7,0.700000
35.600,360,1.759531,7,0.700000
35.700,360,1.759531,7,0.700000
35.800,360,1.759531,7,0.700000
35.900,360,1.759531,7,0.700000
36.000,360,1.759531,7,0.700000
36.101,360,1.759531,7,0.700000
36.200,360,1.759531,7,0.700000
36.300,360,1.759531,7,0.700000
36.400,360,1.759531,7,0.700000
36.500,360,1.759531,7,0.700000
36.600,359,1.754643,7,0.700000
36.700,360,1.759531,7,0.700000
36.800,359,1.754643,7,0.700000
36.900,360,1.759531,7,0.700000
37.000,359,1.754643,7,0.700000
37.100,359,1.754643,7,0.700000
37.200,358,1.749756,7,0.700000
37.300,358,1.749756,7,0.700000
37.400,358,1.749756,7,0.700000
37.500,358,1.749756,7,0.700000
37.600,358,1.749756,7,0.700000
37.700,358,1.749756,7,0.700000
37.800,358,1.749756,7,0.700000
37.900,358,1.749756,7,0.700000
38.000,359,1.754643,7,0.700000
38.100,358,1.749756,7,0.700000
38.200,359,1.754643,7,0.700000
38.300,358,1.749756,7,0.700000
38.400,358,1.749756,7,0.700000
38.500,358,1.749756,7,0.700000
38.600,358,1.749756,7,0.700000
38.700,358,1.749756,7,0.700000
38.800,358,1.749756,7,0.700000
38.900,358,1.749756,7,0.700000
39.000,358,1.749756,7,0.700000
39.100,358,1.749756,7,0.700000
39.200,358,1.749756,7,0.700000
39.301,358,1.749756,7,0.700000
39.400,359,1.754643,7,0.700000
39.500,359,1.754643,7,0.700000
39.600,358,1.749756,7,0.700000
39.700,358,1.749756,7,0.700000
39.800,359,1.754643,7,0.700000
39.900,358,1.749756,7,0.700000
40.000,358,1.749756,8,0.800000
