Tiempo_s,ADC,Voltaje_V,Bloque,PesoProgramado_kg
8.800,509,2.487781,1,0.100000
8.900,508,2.482893,1,0.100000
9.000,509,2.487781,1,0.100000
9.100,508,2.482893,1,0.100000
9.200,508,2.482893,1,0.100000
9.300,509,2.487781,1,0.100000
9.400,508,2.482893,1,0.100000
9.500,509,2.487781,1,0.100000
9.600,508,2.482893,1,0.100000
9.700,508,2.482893,1,0.100000
9.800,509,2.487781,1,0.100000
9.900,508,2.482893,1,0.100000
10.000,508,2.482893,2,0.200000
10.100,508,2.482893,2,0.200000
10.200,509,2.487781,2,0.200000
10.300,509,2.487781,2,0.200000
10.400,508,2.482893,2,0.200000
10.500,509,2.487781,2,0.200000
10.600,508,2.482893,2,0.200000
10.700,509,2.487781,2,0.200000
10.800,508,2.482893,2,0.200000
10.900,508,2.482893,2,0.200000
11.000,508,2.482893,2,0.200000
11.100,508,2.482893,2,0.200000
11.200,507,2.478006,2,0.200000
11.300,507,2.478006,2,0.200000
11.400,507,2.478006,2,0.200000
11.500,507,2.478006,2,0.200000
11.600,508,2.482893,2,0.200000
11.700,507,2.478006,2,0.200000
11.800,507,2.478006,2,0.200000
11.900,507,2.478006,2,0.200000
12.000,507,2.478006,2,0.200000
12.100,492,2.404692,2,0.200000
12.200,467,2.282502,2,0.200000
12.300,460,2.248289,2,0.200000
12.400,461,2.253177,2,0.200000
12.500,461,2.253177,2,0.200000
12.600,461,2.253177,2,0.200000
12.700,461,2.253177,2,0.200000
12.800,460,2.248289,2,0.200000
12.900,459,2.243402,2,0.200000
13.000,459,2.243402,2,0.200000
13.100,459,2.243402,2,0.200000
13.200,459,2.243402,2,0.200000
13.300,459,2.243402,2,0.200000
13.400,459,2.243402,2,0.200000
13.500,458,2.238514,2,0.200000
13.600,458,2.238514,2,0.200000
13.700,458,2.238514,2,0.200000
13.800,458,2.238514,2,0.200000
13.900,458,2.238514,2,0.200000
14.000,458,2.238514,2,0.200000
14.100,458,2.238514,2,0.200000
14.200,458,2.238514,2,0.200000
14.300,458,2.238514,2,0.200000
14.400,458,2.238514,2,0.200000
14.500,458,2.238514,2,0.200000
14.600,458,2.238514,2,0.200000
14.700,458,2.238514,2,0.200000
14.800,458,2.238514,2,0.200000
14.900,458,2.238514,2,0.200000
15.000,458,2.238514,3,0.300000
15.100,458,2.238514,3,0.300000
15.200,458,2.238514,3,0.300000
15.300,458,2.238514,3,0.300000
15.400,458,2.238514,3,0.300000
15.500,458,2.238514,3,0.300000
15.600,458,2.238514,3,0.300000
15.700,458,2.238514,3,0.300000
15.800,458,2.238514,3,0.300000
15.900,458,2.238514,3,0.300000
16.000,458,2.238514,3,0.300000
16.100,457,2.233627,3,0.300000
16.200,457,2.233627,3,0.300000
16.300,452,2.209189,3,0.300000
16.400,444,2.170088,3,0.300000
16.500,438,2.140763,3,0.300000
16.600,430,2.101662,3,0.300000
16.700,429,2.096774,3,0.300000
16.800,429,2.096774,3,0.300000
16.900,429,2.096774,3,0.300000
17.000,428,2.091886,3,0.300000
17.100,428,2.091886,3,0.300000
17.200,428,2.091886,3,0.300000
17.300,428,2.091886,3,0.300000
17.400,429,2.096774,3,0.300000
17.500,429,2.096774,3,0.300000
17.600,429,2.096774,3,0.300000
17.700,428,2.091886,3,0.300000
17.800,428,2.091886,3,0.300000
17.900,428,2.091886,3,0.300000
18.000,429,2.096774,3,0.300000
18.100,428,2.091886,3,0.300000
18.200,428,2.091886,3,0.300000
18.300,428,2.091886,3,0.300000
18.400,428,2.091886,3,0.300000
18.500,429,2.096774,3,0.300000
18.600,428,2.091886,3,0.300000
18.700,429,2.096774,3,0.300000
18.800,428,2.091886,3,0.300000
18.900,429,2.096774,3,0.300000
19.000,428,2.091886,3,0.300000
19.100,428,2.091886,3,0.300000
19.200,429,2.096774,3,0.300000
19.300,428,2.091886,3,0.300000
19.400,428,2.091886,3,0.300000
19.500,428,2.091886,3,0.300000
19.600,429,2.096774,3,0.300000
19.700,429,2.096774,3,0.300000
19.800,428,2.091886,3,0.300000
19.900,428,2.091886,3,0.300000
20.000,429,2.096774,4,0.400000
20.100,429,2.096774,4,0.400000
20.200,428,2.091886,4,0.400000
20.300,429,2.096774,4,0.400000
20.400,428,2.091886,4,0.400000
20.500,427,2.086999,4,0.400000
20.600,426,2.082111,4,0.400000
20.700,426,2.082111,4,0.400000
20.800,426,2.082111,4,0.400000
20.900,426,2.082111,4,0.400000
21.000,426,2.082111,4,0.400000
21.100,404,1.974585,4,0.400000
21.200,400,1.955034,4,0.400000
21.300,400,1.955034,4,0.400000
21.400,400,1.955034,4,0.400000
21.500,400,1.955034,4,0.400000
21.600,400,1.955034,4,0.400000
21.700,400,1.955034,4,0.400000
21.800,400,1.955034,4,0.400000
21.900,400,1.955034,4,0.400000
22.000,400,1.955034,4,0.400000
22.100,400,1.955034,4,0.400000
22.200,400,1.955034,4,0.400000
22.300,400,1.955034,4,0.400000
22.400,400,1.955034,4,0.400000
22.500,400,1.955034,4,0.400000
22.600,400,1.955034,4,0.400000
22.700,400,1.955034,4,0.400000
22.800,400,1.955034,4,0.400000
22.900,400,1.955034,4,0.400000
23.000,400,1.955034,4,0.400000
23.100,400,1.955034,4,0.400000
23.200,400,1.955034,4,0.400000
23.300,400,1.955034,4,0.400000
23.400,400,1.955034,4,0.400000
23.500,400,1.955034,4,0.400000
23.600,400,1.955034,4,0.400000
23.700,400,1.955034,4,0.400000
23.800,400,1.955034,4,0.400000
23.900,400,1.955034,4,0.400000
24.000,400,1.955034,4,0.400000
24.100,400,1.955034,4,0.400000
24.200,400,1.955034,4,0.400000
24.300,400,1.955034,4,0.400000
24.400,400,1.955034,4,0.400000
24.500,400,1.955034,4,0.400000
24.600,400,1.955034,4,0.400000
24.700,400,1.955034,4,0.400000
24.800,400,1.955034,4,0.400000
24.900,400,1.955034,4,0.400000
25.000,400,1.955034,5,0.500000
25.100,400,1.955034,5,0.500000
25.200,400,1.955034,5,0.500000
25.300,400,1.955034,5,0.500000
25.400,400,1.955034,5,0.500000
25.500,400,1.955034,5,0.500000
25.600,400,1.955034,5,0.500000
25.700,400,1.955034,5,0.500000
25.800,400,1.955034,5,0.500000
25.900,400,1.955034,5,0.500000
26.000,400,1.955034,5,0.500000
26.100,400,1.955034,5,0.500000
26.200,400,1.955034,5,0.500000
26.300,400,1.955034,5,0.500000
26.400,400,1.955034,5,0.500000
26.500,391,1.911046,5,0.500000
26.600,390,1.906158,5,0.500000
26.700,390,1.906158,5,0.500000
26.800,390,1.906158,5,0.500000
26.900,390,1.906158,5,0.500000
27.000,390,1.906158,5,0.500000
27.100,389,1.901271,5,0.500000
27.200,389,1.901271,5,0.500000
27.300,389,1.901271,5,0.500000
27.400,389,1.901271,5,0.500000
27.500,389,1.901271,5,0.500000
27.600,388,1.896383,5,0.500000
27.700,389,1.901271,5,0.500000
27.800,388,1.896383,5,0.500000
27.900,389,1.901271,5,0.500000
28.000,389,1.901271,5,0.500000
28.100,389,1.901271,5,0.500000
28.200,389,1.901271,5,0.500000
28.300,389,1.901271,5,0.500000
28.400,388,1.896383,5,0.500000
28.500,389,1.901271,5,0.500000
28.600,388,1.896383,5,0.500000
28.700,389,1.901271,5,0.500000
28.800,388,1.896383,5,0.500000
28.900,388,1.896383,5,0.500000
29.000,389,1.901271,5,0.500000
29.100,388,1.896383,5,0.500000
29.200,389,1.901271,5,0.500000
29.300,389,1.901271,5,0.500000
29.400,389,1.901271,5,0.500000
29.500,388,1.896383,5,0.500000
29.600,389,1.901271,5,0.500000
29.700,389,1.901271,5,0.500000
29.800,389,1.901271,5,0.500000
29.900,389,1.901271,5,0.500000
30.000,389,1.901271,6,0.600000
30.100,389,1.901271,6,0.600000
30.200,388,1.896383,6,0.600000
30.300,388,1.896383,6,0.600000
30.400,388,1.896383,6,0.600000
30.500,389,1.901271,6,0.600000
30.600,389,1.901271,6,0.600000
30.700,388,1.896383,6,0.600000
30.800,388,1.896383,6,0.600000
30.900,388,1.896383,6,0.600000
31.000,388,1.896383,6,0.600000
31.100,389,1.901271,6,0.600000
31.200,388,1.896383,6,0.600000
31.300,389,1.901271,6,0.600000
31.400,389,1.901271,6,0.600000
31.500,389,1.901271,6,0.600000
31.600,381,1.862170,6,0.600000
31.700,377,1.842620,6,0.600000
31.800,377,1.842620,6,0.600000
31.900,377,1.842620,6,0.600000
32.000,377,1.842620,6,0.600000
32.100,377,1.842620,6,0.600000
32.200,377,1.842620,6,0.600000
32.300,377,1.842620,6,0.600000
32.400,376,1.837732,6,0.600000
32.500,376,1.837732,6,0.600000
32.600,377,1.842620,6,0.600000
32.700,376,1.837732,6,0.600000
32.800,376,1.837732,6,0.600000
32.900,376,1.837732,6,0.600000
33.000,377,1.842620,6,0.600000
33.100,376,1.837732,6,0.600000
33.200,376,1.837732,6,0.600000
33.300,376,1.837732,6,0.600000
33.400,376,1.837732,6,0.600000
33.500,376,1.837732,6,0.600000
33.600,376,1.837732,6,0.600000
33.700,375,1.832845,6,0.600000
33.800,376,1.837732,6,0.600000
33.900,375,1.832845,6,0.600000
34.000,376,1.837732,6,0.600000
34.100,375,1.832845,6,0.600000
34.200,376,1.837732,6,0.600000
34.300,375,1.832845,6,0.600000
34.400,375,1.832845,6,0.600000
34.500,375,1.832845,6,0.600000
34.600,375,1.832845,6,0.600000
34.700,375,1.832845,6,0.600000
34.800,375,1.832845,6,0.600000
34.900,375,1.832845,6,0.600000
35.000,375,1.832845,7,0.700000
35.100,375,1.832845,7,0.700000
35.200,374,1.827957,7,0.700000
35.300,375,1.832845,7,0.700000
35.400,375,1.832845,7,0.700000
35.500,375,1.832845,7,0.700000
35.600,375,1.832845,7,0.700000
35.700,375,1.832845,7,0.700000
35.800,375,1.832845,7,0.700000
35.900,375,1.832845,7,0.700000
36.000,375,1.832845,7,0.700000
36.100,375,1.832845,7,0.700000
36.200,375,1.832845,7,0.700000
36.300,375,1.832845,7,0.700000
36.400,374,1.827957,7,0.700000
36.500,371,1.813294,7,0.700000
36.600,368,1.798631,7,0.700000
36.700,367,1.793744,7,0.700000
36.800,367,1.793744,7,0.700000
36.900,367,1.793744,7,0.700000
37.000,367,1.793744,7,0.700000
37.100,367,1.793744,7,0.700000
37.200,367,1.793744,7,0.700000
37.300,367,1.793744,7,0.700000
37.400,367,1.793744,7,0.700000
37.500,366,1.788856,7,0.700000
37.600,366,1.788856,7,0.700000
37.700,366,1.788856,7,0.700000
37.800,367,1.793744,7,0.700000
37.900,367,1.793744,7,0.700000
38.000,366,1.788856,7,0.700000
38.100,366,1.788856,7,0.700000
38.200,366,1.788856,7,0.700000
38.300,366,1.788856,7,0.700000
38.400,366,1.788856,7,0.700000
38.500,366,1.788856,7,0.700000
38.600,367,1.793744,7,0.700000
38.700,366,1.788856,7,0.700000
38.800,367,1.793744,7,0.700000
38.900,366,1.788856,7,0.700000
39.000,366,1.788856,7,0.700000
39.100,366,1.788856,7,0.700000
39.200,366,1.788856,7,0.700000
39.300,366,1.788856,7,0.700000
39.400,366,1.788856,7,0.700000
39.500,367,1.793744,7,0.700000
39.600,366,1.788856,7,0.700000
39.700,366,1.788856,7,0.700000
39.800,366,1.788856,7,0.700000
39.900,366,1.788856,7,0.700000
40.000,366,1.788856,8,0.800000
