Tiempo_s,Phi_rel_deg,Phi_raw_deg,AX_g,AY_g,AZ_g,A0_V,A2_V,Theta0_raw,Theta0_filtrado,DXL_Corriente_mA,DXL_Corriente_abs_mA,DXL_Posicion_pulsos,DXL_Posicion_deg,DXL_Goal_Position_deg,Pulsos_Objetivo,Edad_dato_Arduino_s,Tau_calculado_Nmm,Corriente_calculada_mA,Test_ID,Motivo_detencion
0.000142116,3.17165291102728,10.377,0.4646,-0.012,1.0271,2.678,2.258,1.48604499845895,1.48604499845895,-139,139,1891,166.201171875,127.44140625,0,0,9.82710586343877,128.545309446469,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.055760852,3.99265291102728,11.198,0.5815,-0.0212,1.0254,2.674,2.263,1.49741447210711,1.48888736687099,-130,130,1891,166.201171875,127.44140625,255,0,12.3672122446618,130.754097604054,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.103741667,4.89765291102728,12.103,0.4856,-0.0093,1.022,2.678,2.268,1.48604499845895,1.48817677476798,-131,131,1891,166.201171875,127.44140625,255,0,15.1642448704303,133.186299887331,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.151702763,5.53465291102728,12.74,0.4963,-0.0066,1.0093,2.674,2.273,1.49741447210711,1.49048619910276,-133,133,1891,166.201171875,127.44140625,255,0,17.1307576182795,134.896310972417,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.19988016,5.95965291102728,13.165,0.5015,-0.0068,1.0369,2.669,2.278,1.51162631416732,1.4957712278689,-136,136,1891,166.201171875,127.44140625,255,0,18.4416325186507,136.036202190131,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.247933505,6.20665291102728,13.412,0.5005,0.0007,1.0186,2.674,2.283,1.49741447210711,1.49618203892846,-137,137,1891,166.201171875,127.44140625,255,0,19.2030205736966,136.698278759736,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.295741725,6.31765291102728,13.523,0.5186,-0.009,0.9922,2.669,2.292,1.51162631416732,1.50004310773817,-137,137,1891,166.201171875,127.44140625,255,0,19.545067437579,136.995710815286,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.34371407,6.21165291102728,13.417,0.5579,-0.0066,0.9973,2.664,2.297,1.52583815622752,1.50649186986051,-138,138,1891,166.201171875,127.44140625,255,0,19.2184296498438,136.711677956386,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.391619069,6.03765291102728,13.243,0.5806,-0.0088,0.9905,2.669,2.307,1.51162631416732,1.50777548093721,-137,137,1891,166.201171875,127.44140625,255,0,18.6821085482428,136.245311781081,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.439661913,5.99865291102728,13.204,0.6094,-0.0159,0.959,2.674,2.302,1.49741447210711,1.50518522872969,-136,136,1891,166.201171875,127.44140625,255,0,18.5618748335192,136.140760724799,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.487627743,6.22965291102728,13.435,0.6575,-0.009,0.9382,2.669,2.312,1.51162631416732,1.50679550008909,-137,137,1891,166.201171875,127.44140625,255,0,19.2739011112981,136.759914009824,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.535773629,6.63265291102728,13.838,0.6692,0.0059,0.925,2.669,2.322,1.51162631416732,1.50800320360865,-137,137,1891,166.201171875,127.44140625,255,0,20.5153372207061,137.839423670179,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.583805827,7.46265291102728,14.668,0.6736,-0.0137,0.9131,2.669,2.326,1.51162631416732,1.50890898124832,-138,138,1891,166.201171875,127.44140625,255,0,23.0688750956004,140.059891387479,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.631812413,8.42865291102728,15.634,0.6975,0.009,0.8735,2.669,2.322,1.51162631416732,1.50958831447807,-140,140,1891,166.201171875,127.44140625,255,0,26.0346914479745,142.638862128673,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.679773634,9.22365291102728,16.429,0.6533,-0.0115,0.8757,2.674,2.326,1.49741447210711,1.50654485388533,-144,144,1891,166.201171875,127.44140625,255,0,28.4699890102764,144.756512182849,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.727688741,10.0896529110273,17.295,0.7249,-0.0024,0.856,2.674,2.322,1.49741447210711,1.50426225844077,-146,146,1891,166.201171875,127.44140625,255,0,31.1165254584851,147.05784822477,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.775751113,11.2006529110273,18.406,0.7307,-0.009,0.8579,2.669,2.322,1.51162631416732,1.50610327237241,-147,147,1891,166.201171875,127.44140625,255,0,34.5013005779513,150.001130937349,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
0.823742306,12.3206529110273,19.526,0.7656,-0.0315,0.8833,2.674,2.322,1.49741447210711,1.50393107230609,-150,150,1891,166.201171875,127.44140625,255,0,37.9003616655313,152.956836230897,Giro_Off_intento4_180deg_2000_pulsos_Mu_1.00,TIEMPO_MAXIMO
